zinc_id,smiles
ZINC000086051432,CCCCCCCCCCC[C@H](C)CCCCC
ZINC000150377870,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC
ZINC000095575467,CC[C@H](C)C(=O)c1c(O)cc(O)c2c1O[C@](C)(CCC=C(C)C)[C@@H](O)C2
ZINC000004342580,N[C@@H]1CCCNC1=O
ZINC000036177390,CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCCCC)O2)O1
ZINC000004626659,CCOC(=O)[C@@]1(c2ccccc2)CCCN(C)C[C@@H]1C
ZINC000014593538,CSCCCC/C(=N\OS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000053098495,Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1
ZINC000150370071,CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC
ZINC000150364361,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC
ZINC000150375504,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC
ZINC000004217183,CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(=O)[nH]cnc21
ZINC000012504484,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
ZINC000034046038,N[C@@H](CC(=O)O)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O
ZINC000035645028,COc1c(O)ccc2c1CC[C@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@H]12
ZINC000100769107,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C([C@@H](C)O)=C5C)c([C@H](C)O)c4C)c(C)c3CCC(=O)O
ZINC000150371224,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
ZINC000040979568,CC1=C(O)c2c(oc(-c3cccc4ccccc34)cc2=O)C(C)(C)C1=O
ZINC000000000128,CC(C)(C)NC[C@@H](O)COc1cccc2c1CCC(=O)N2
ZINC000070595319,C=CCCCC[C@@H](C)O
ZINC000001530825,CCC[C@H](C)C1(CCSC)C(=O)NC(=S)NC1=O
ZINC000040865806,COc1cc([C@H]2Oc3c(OC)cc(/C=C/COC(C)=O)cc3[C@@H]2COC(C)=O)ccc1O
ZINC000033951616,C=Cc1ncc(C)nc1C
ZINC000003872010,Cn1cc(C(F)(F)F)nc1-c1ccc(OC[C@@H](O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1
ZINC000150372954,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCCC
ZINC000150379828,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCC
ZINC000169318673,C/C1=C/CC/C(C)=C/[C@H]2[C@@H]([C@@H](O)C1)C2(C)C
ZINC000100823622,CC(C)=CCC1=C2O[C@@H](C(C)(C)O)CC[C@]3(C)[C@H](CC=C(C)C)C[C@](CC=C(C)C)(C1=O)C(=O)[C@@]23C(=O)C(C)C
ZINC000005227023,CC/C=C\CCCCCO
ZINC000004214327,CC(C)(C)NC[C@@H](O)COc1cccc2c1CCN(C=O)C2
ZINC000015263983,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O
ZINC000039260233,CSCC[C@@H](C)O
ZINC000072125197,COc1cc(O)c(O)cc1CCCc1ccc(OC)c(OC)c1
ZINC000028637941,COC(=O)[C@@]1(O)C(Cl)=C[C@@H]2Oc3cccc(O)c3C(=O)[C@H]21
ZINC000169316685,C=C1[C@@H]([C@@]2(C)[C@@H](OC(C)=O)CC(=O)O[C@](C)(COC(C)=O)[C@@H]2CC(=O)OC)[C@@H](C(=O)O)[C@H](OC(=O)[C@H](O)[C@H](C)CC)[C@]2(C)[C@@H](c3ccoc3)C[C@H]3O[C@]132
ZINC000040423664,CC(C)C[C@H](NC(=O)[C@@H](O)[C@@H](O)[C@@H]1CCCO1)[C@@H]1Cc2cccc(O)c2C(=O)O1
ZINC000100826391,CC1=CC(=O)[C@@H]2[C@H]3[C@@H]1[C@@]2(C)CCCC3(C)C
ZINC000095621015,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC
ZINC000003871989,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(O)c(OC)cc21
ZINC000002037477,C=CCCCCCC(C)=O
ZINC000150366969,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC
ZINC000000643203,C[C@H]1Cc2ccc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1
ZINC000049050032,COc1cc2c(cc1OC)[C@H](c1ccc(O)cc1)[C@@H](C)C(C)=C2
ZINC000035307768,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O
ZINC000001641352,CCCCCC(=O)c1ccco1
ZINC000095624069,CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OCCCCCCCCCCCCCCCCCC
ZINC000150378794,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCC
ZINC000071317964,CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C\Cl)CC(=O)CC(=O)NC[C@H](O)CC(=O)OC)OC
ZINC000049033274,CN1C(=O)[C@H](Cc2ccccc2)NC(=O)/C1=C/c1ccccc1
ZINC000014587265,C/C(=C\COc1ccc2ccc(=O)oc2c1)CC[C@@H](OC=O)C(C)(C)O
ZINC000095607795,CC[C@@H](C)O[C@@]12CCC(=O)O[C@@H]1[C@H]1[C@@H](OC(C)=O)[C@](C)(OC(C)=O)C[C@]1(O)C(=O)[C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(=O)C(C)C
ZINC000000002144,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21
ZINC000000338230,CC1(C)C=Cc2cc3c(cc2O1)OC[C@@]1(O)c2ccc(O)cc2O[C@H]31
ZINC000150364463,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCCC
ZINC000003936044,CN1C[C@H](C(=O)N2CCN(c3cccc(=O)n3C)CC2)C[C@@H]2c3cccc4[nH]c(Br)c(c34)C[C@H]21
ZINC000040164497,CC/C=C\C/C=C\CC/C=C\CC/C=C\CCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
ZINC000095624467,CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OCCCCCCCCCCCCCCCCCC
ZINC000014719612,COc1c(O)c2c(c(O)c1C(C)C)C(C=O)=C1C(C)(C)CCC[C@@]12C
ZINC000042834546,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N(CC[C@@]3(O)C(=O)Nc4ccccc43)[C@H](OC)C[C@H]21
ZINC000011681924,CCC[C@@]1(c2cccc(O)c2)CCN(C)C[C@@H]1C
ZINC000100823413,C=C1C[C@@]23C[C@H]1CC[C@H]2[C@]12OC(=O)[C@](C)(CC[C@@H]1O)[C@@H]2[C@H]3C(=O)O
ZINC000028121215,CC(C)(C)C(=O)OCOC(=O)CCC(=O)OCOC(=O)C(C)(C)C
ZINC000034636066,C=C(C)C(=O)O[C@H]1C[C@H](C)[C@@H](OC(C)=O)CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(CO)=C12
ZINC000071758310,O=C(O)[C@@H](NCC[C@@H](O)C(=O)O)[C@@H](O)CN1C[C@@H](O)[C@@H]1C(=O)O
ZINC000001652188,S=C(S)Nc1ccccc1
ZINC000150377830,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC
ZINC000230089292,CC1=C(O)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)[C@@H]4C[C@@H]5OC(=O)C=C1[C@@]5(C)[C@@H]2[C@@]43C
ZINC000150370943,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC
ZINC000000000356,CC(C)(C)CC(C)(C)NC(=N)N
ZINC000000899889,COc1ccc([C@@H]2COc3cc(O)ccc3C2)c(OC)c1O
ZINC000150374829,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
ZINC000195129514,C=C1C(=O)O[C@H]2/C=C(\C)[C@@H](OC(C)=O)C/C=C(/C)C[C@@H](OC(=O)[C@]3(C)O[C@H]3C)[C@@H]12
ZINC000230103272,O=C(/C=C/c1ccc(O)cc1)OC[C@@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O
ZINC000006484837,COc1ccc2c(c1)OC[C@H]1c3cc(O)c(OC)cc3O[C@H]21
ZINC000043075059,COc1ccc(C[C@H](O)C(=O)c2cc(CC=C(C)C)c(O)cc2O)cc1
ZINC000100825688,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)c(O)c12
ZINC000230098511,O=C(O[C@H]1[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](O)O[C@@H]1CO)c1cc(O)c(O)c(O)c1
ZINC000016952419,Nc1nc(=O)n([C@H]2CC[C@@H](CO)O2)cc1F
ZINC000150361978,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC
ZINC000034769086,CC1=CC(=O)[C@@H]2[C@@H](C)CO[C@]3(C)[C@H]4O[C@@H](C[C@@](C)(O)[C@H](O)C[C@H]3O)[C@H]1[C@@H]42
ZINC000014644685,COc1cc(-c2cc(=O)c3c(O)cc(O[C@H]4O[C@@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]4O)cc3o2)cc(O)c1O
ZINC000095573862,C[C@]1(O)C[C@@H](OC(=O)CCc2cc(=O)cc[nH]2)[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21
ZINC000000024783,C1=C/CCCCN(CCc2nccc3c2[nH]c2ccccc23)CCCC/1
ZINC000014517111,COC(=O)c1cn(OC)c2ccccc12
ZINC000028655114,CC(C)C1=C2C3=CC=C(C=O)C[C@H](O)[C@]3(C)CC[C@@]2(C)[C@H](O)C1
ZINC000022463155,O=C(CCn1c(CN2CCN(C/C=C/c3ccccc3)CC2)nc2ccccc21)c1ccccc1
ZINC000049771239,C#C/C=C\CCCCCCCCCCCCCC/C=C\CCCC/C=C\CCCCc1cc(=O)cc(CCCCCC/C=C/[C@H](O)C#C)o1
ZINC000169291517,C=CCO[P@](=O)(O)CC(=O)O[C@@H]1/C=C(\C)C/C=C\C(=O)O[C@H](c2csc([C@H](CC(C)C)OC(=O)NC)n2)[C@@H](C)/C=C\C=C(\C)[C@@H](OC)[C@@H](C)[C@H](OC(=O)C[P@@](=O)(O)OCC=C)/C=C\C(C)=C\C(C)=C\[C@@H]1C
ZINC000150367903,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC
ZINC000085585784,CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)CO[P@@](=O)(O)OC[C@@H](O)CO
ZINC000095621201,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC
ZINC000150364023,CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC
ZINC000026189526,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2c1c(O)cc(O)c2[C@H]1C(=O)c2c(O)cc(O)cc2O[C@@H]1c1ccc(O)cc1
ZINC000000057406,COc1ccc(OC)c([C@@H](O)[C@H](C)N)c1
ZINC000000004107,CC(=O)NCCn1c(C)cc(C=O)c1C
ZINC000001841488,C=C[C@@H]1CNCC[C@H]1CCCc1ccnc2ccc(OC)cc12
ZINC000150378062,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC
ZINC000002382451,O=C(O)c1ccc(-c2ccc(F)cc2)cc1
ZINC000013512607,CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1Cc2c(c(C)[n+]([O-])c3ccccc23)O1
ZINC000049637862,COc1cc(COC[C@@]2(O)CO[C@@H](O[C@H]3[C@H](Oc4cc5oc(=O)ccc5cc4OC)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H]2O)ccc1O
ZINC000102069673,C/C(=C\[C@@H](O)[C@H](O)[C@@H](C)C1=CC[C@@]2(C)C[C@H]3[C@H](CC[C@H]3C)C(C(=O)O)=CC[C@H]12)C(=O)O
ZINC000085582499,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)CO[P@@](=O)(O)OCCN
ZINC000169289488,CC(=O)OC[C@]12[C@H](OC(C)=O)[C@H](OC(=O)c3cccnc3)[C@@H]3[C@@H](OC(C)=O)[C@@]14O[C@@]3(C)COC(=O)c1cccnc1[C@H](C)[C@@H](C)C(=O)O[C@@H]([C@H](OC(C)=O)[C@@H]2OC(C)=O)[C@]4(C)O
ZINC000169296214,CC1(C)C[C@@H]2[C@H]1CC[C@@]1(C)O[C@@]2(C)CC[C@@H]1O
ZINC000062240780,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
ZINC000095621234,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC
ZINC000085586245,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C
ZINC000000010164,C[C@H]1O[C@@]2(CS1)CN1CCC2CC1
ZINC000005458868,CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C
ZINC000016090787,C[C@@H](Cc1ccccc1)/N=C/C(Cl)(Cl)Cl
ZINC000013514659,CC(C)CCC[C@H](C)CCC(=O)O[C@@H](CC(=O)O)C[N+](C)(C)C
ZINC000002384942,NC(=O)CC[C@H](NC(=O)[C@H]1CCCN1)C(=O)O
ZINC000001481839,CC[C@@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
ZINC000013561094,CCN(CC)C(=O)P(=O)(O)O
ZINC000013434395,C=C(C)[C@@H]1CC2=C(O1)c1cccc(O)c1C(=O)C2=O
ZINC000095622141,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCC
ZINC000100051679,O=C(O)CC1=C(S)CCN([C@H](C(=O)C2CC2)c2ccccc2F)C1
ZINC000014692428,COc1cc2c(c(OC)c1OC)-c1c(cc(OC)c(OC)c1OC(=O)c1ccccc1)C[C@@H](C)[C@@](C)(O)C2
ZINC000169621177,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
ZINC000230098170,C=C1[C@@H](O)C[C@H](C(C)C)[C@@H]2[C@H]1CC[C@H]2C(C)=O
ZINC000003861263,N=C(O)c1nc[nH]c1N
ZINC000169291360,C=C1CC[C@H]2[C@@](C)(CO)[C@@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C[C@@H]([C@@]2(CCC3=CCOC3=O)C(=C)CC[C@@H]3[C@@](C)(CO)[C@@H](O)CC[C@@]32C)OC1=O
ZINC000014507880,O=C(O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@@H]1C[C@@H](O)CN1
ZINC000014714041,C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CC(=O)C[C@@H]2C
ZINC000100779816,C[C@@H]1CC[C@H]([C@@H](C)C=O)[C@H]1C(=O)O
ZINC000095623202,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCCCC
ZINC000013383727,C/C1=C/CC[C@]2(CO2)[C@H]2CC(C)(C)[C@@H]2CC1
ZINC000003606156,COc1c(O)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3
ZINC000150374020,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC
ZINC000000056474,C[C@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1
ZINC000072266804,CCOC(=O)/C=C1\S[C@H](N2CCCCC2)C(=O)N1CC
ZINC000085582080,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC
ZINC000008860480,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCC
ZINC000095622021,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC
ZINC000053174596,CCC1=C(OC)C(CC)(CC)[C@@H]2OC(c3ccccc3)=CC(=O)C2=C1O
ZINC000029134387,C=C(C)C(=O)O[C@@H]1C[C@@H](OC(C)=O)C(=O)CC[C@]2(C)O[C@H]2[C@@H]2OC(=O)C(COC(C)=O)=C12
ZINC000040974473,COC(=O)[C@@H](Cc1ccccc1)O[C@@H](CC(C)C)C(=O)O[C@H]1C(=O)C(CO)=C[C@@H](O)[C@@H]1O
ZINC000014454970,C/C=C(\C)CC/C=C(\C)C(=O)OCC(C)(C)CC1=C(O)C(=O)c2ccccc2C1=O
ZINC000100826318,C=C1CCC[C@]2(C)CC[C@@H]3C(C)(C)C[C@@]132
ZINC000102209484,COC(=O)N1c2c(OC)cccc2[C@@]23CCN4CC[C@H](O)[C@@]5(CC[C@]12[C@](O)(C(=O)OC)[C@H]5O)[C@H]43
ZINC000150376572,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC
ZINC000150360331,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC
ZINC000003874478,Oc1ccc2c3c1O[C@H]1c4oc5ccccc5c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
ZINC000004098343,C/C=C1\C(=O)O[C@]23C=C[C@@H]4C(C(=O)OC)=CO[C@H](O[C@@H]12)[C@@H]43
ZINC000044359134,Nc1ncc([C@@H]2[C@@H](c3cnc(N)[nH]3)[C@H](CNC(=O)c3cc(Br)c[nH]3)[C@H]2CNC(=O)c2ccc[nH]2)[nH]1
ZINC000150361386,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC
ZINC000014435163,COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@H](CO)[C@H]2CO[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)ccc1O
ZINC000029042204,C[C@@H]1CC(=O)C2=C(CC[C@]3(O)[C@H]2C(=O)c2cccc(O)c2[C@@H]3O)C1
ZINC000100776831,CC(C)C1=C2[C@H]3CC=C4[C@@H]5[C@@H](O[C@@H]6OC[C@@](O)([C@@H]4O)[C@@H](O)[C@]65O)[C@@]3(C)CC[C@@]2(C)C=C1
ZINC000150378976,CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OCCCCCCCCCCCCCCCCCC
ZINC000039260232,CSCC[C@H](C)O
ZINC000230097971,C=C1C[C@]23C[C@H]1CC[C@@H]2[C@@]12OC(=O)[C@@](C)(C[C@@H](O)[C@@H]1O)[C@@H]2[C@@H]3C(=O)O
ZINC000013408251,COc1c2c(cc3occc13)[C@H](O)[C@@H](C)OC2=O
ZINC000100776931,CC1(C)C(=O)[C@]2(C)C[C@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H]1C2
ZINC000015060164,CC1=CC[C@@]2(O)[C@H]1[C@@H]1OC(=O)[C@H](C)[C@@H]1CC[C@@]2(C)O
ZINC000150375264,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC
ZINC000169300197,O=c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
ZINC000150378111,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC
ZINC000049841325,C#C/C=C\CCCCCCCCCCCCC/C=C/[C@H](O)CCCC/C=C\CCCCC#C[C@H](O)C#CCCCCCC/C=C/[C@@H](O)C#C
ZINC000004098623,COc1cc(O)cc(CCc2ccccc2O)c1
ZINC000014819690,COc1c(CC(=O)C(C)C)c(=O)n(C)c2c(OC)cccc12
ZINC000095586536,CC(=O)OC[C@]12[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3[C@@H](OC(C)=O)[C@@]14O[C@@]3(C)COC(=O)c1cnccc1[C@@H](C)[C@@H](C)C(=O)O[C@@H]([C@H](O)[C@@H]2OC(C)=O)[C@]4(C)O
ZINC000150354486,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC
ZINC000101659171,COC(=O)[C@]1(OC(C)=O)C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C=O)[C@@H]2CC[C@H]1C3
ZINC000053683902,O=c1ccn([C@@H]2O[C@@H](CO[P@@](=O)(O)OP(=O)(O)O)[C@H](O)[C@H]2O)c(=O)[nH]1
ZINC000012504030,C[C@@H](NC(=O)CCCC[C@@H](NC(=O)CN)C(=O)O)C(=O)O
ZINC000150356917,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC
ZINC000001559986,COc1c2ccoc2c(OCC=C(C)C)c2oc(=O)ccc12
ZINC000100823864,COc1c(CC=C(C)C)c(O)cc(O)c1[C@H]1Oc2cc(O)ccc2C1=O
ZINC000150362138,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC
ZINC000169290871,C=C1CC[C@@H]2C[C@@H]1C(C)(C)C[C@@H](O)/C=C/2C
ZINC000040164949,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC
ZINC000001482049,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1
ZINC000150359232,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC
ZINC000150373327,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC
ZINC000013366314,C=C1C(=O)OC[C@@H]1C/C=C(\C)CC(=O)C=C(C)C
ZINC000073139688,CCSC(=O)/C=C/c1ccccc1
ZINC000015264555,C=C(C)[C@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2=O
ZINC000150365625,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC
ZINC000029786370,CN(C)c1ccc(/N=N\c2ccccc2C(=O)O)cc1
ZINC000094437882,C[C@H](N)/C(O)=N/[C@H](CCC(=O)O)C(=O)O
ZINC000169297177,CC(C)[C@H]1Oc2ccc(cc2)/C=C/NC(=O)[C@H]([C@H](O)c2ccccc2)NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)N(C)C
